food_category,restaurant,item_name,item_description,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein
Beverages,Applebee's,Blackberry Iced Tea,"Blackberry Iced Tea, Flavored Iced Teas",50,0,0,0,0,10,13,0,12,0
Beverages,Applebee's,"Blackberry Iced Tea, To Go","Blackberry Iced Tea, To Go, Flavored Iced Teas",80,0,0,0,0,15,20,0,18,0
Beverages,Applebee's,Peach Iced Tea,"Peach Iced Tea, Flavored Iced Teas",60,0,0,0,0,10,14,0,13,0
Beverages,Applebee's,"Peach Iced Tea, To Go","Peach Iced Tea, To Go, Flavored Iced Teas",80,0,0,0,0,15,21,0,19,0
Beverages,Applebee's,Strawberry Iced Tea,"Strawberry Iced Tea, Flavored Iced Teas",50,0,0,0,0,10,13,0,11,0
Beverages,Applebee's,"Strawberry Iced Tea, To Go","Strawberry Iced Tea, To Go, Flavored Iced Teas",80,0,0,0,0,15,19,0,17,0
Beverages,Applebee's,"Brewed Iced Tea, To Go","Brewed Iced Tea, To Go, Iced Tea",5,0,0,0,0,10,2,0,0,0
Beverages,Applebee's,Sweet Tea,"Sweet Tea, Iced Tea",90,0,0,0,0,10,23,0,22,0
Beverages,Applebee's,"Sweet Tea, To Go","Sweet Tea, To Go, Iced Tea",130,0,0,0,0,10,34,0,33,0
Beverages,Applebee's,Bottled Water,"Bottled Water, Water",0,0,0,0,0,15,0,0,0,0
Beverages,Applebee's,Perrier Sparkling Water,"Perrier Sparkling Water, Water",0,0,0,0,0,0,0,0,0,0
Beverages,Applebee's,Perfect Margarita,"Perfect Margarita, Perfect Cocktails",300,0,0,0,0,320,40,1,31,0
Beverages,Applebee's,Perfect Patron Margarita,"Perfect Patron Margarita, Perfect Cocktails",310,0,0,0,0,320,44,1,38,0
Beverages,Applebee's,White Peach Sangria (Barefoot),"White Peach Sangria (Barefoot), Signature Mucho Cocktails",270,0,0,0,0,20,47,1,41,1
Entrees,Applebee's,Hand-Battered Fish & Chips,"Hand-Battered Fish & Chips, Seafood, Includes Fixed Sides",1460,94,21,0,150,3180,114,11,19,42
Salads,Applebee's,Caesar Salad w/ Grilled Chicken,"Caesar Salad w/ Grilled Chicken, 1 Breadstick, Salad Dressing, Salads",970,60,12,1,185,2060,55,7,9,55
Toppings & Ingredients,Applebee's,Sweet Asian Chile,"Sweet Asian Chile, Available In: Applebee's Riblets Platter, Steaks & Ribs, Includes Fixed Sides",430,4.5,1,0,0,2410,93,2,76,5
Beverages,Applebee's,IBC Diet Root Beer,"IBC Diet Root Beer, Fountain Drinks",0,0,0,0,0,45,0,0,0,0
Beverages,Applebee's,Coke Zero,"Coke Zero, Fountain Drinks",0,0,0,0,0,25,0,0,0,0
Toppings & Ingredients,Applebee's,Sweet Asian Chile,"Sweet Asian Chile, Available In: Boneless Wings, Initial Order, Limited Time Offers",110,0,0,0,0,40,31,0,31,0
Entrees,Applebee's,Double-Glazed Baby Back Ribs,"Double-Glazed Baby Back Ribs, Steaks & Ribs, Includes Fixed Sides",1430,90,30,0,310,1850,67,7,12,88
Beverages,Applebee's,Dragon Fruit Lemonade,"Dragon Fruit Lemonade, Flavored Lemonades",190,0,0,0,0,60,49,0,47,0
Beverages,Applebee's,Blue Raspberry Lemonade,"Blue Raspberry Lemonade, Flavored Lemonades",180,0,0,0,0,60,47,0,45,0
Beverages,Applebee's,"Raspberry Lemonade, To Go","Raspberry Lemonade, To Go, Flavored Lemonades",290,0,0,0,0,85,73,0,71,0
Beverages,Applebee's,"IBC Diet Root Beer, To Go","IBC Diet Root Beer, To Go, Fountain Drinks",0,0,0,0,0,70,0,0,0,0
Beverages,Applebee's,Minute Maid Lemonade Light,"Minute Maid Lemonade Light, Fountain Drinks",0,0,0,0,0,35,1,0,0,0
Beverages,Applebee's,"Caffeine Free Coca Cola, To Go","Caffeine Free Coca Cola, To Go, Fountain Drinks",140,0,0,0,0,35,39,0,39,0
Beverages,Applebee's,"Red Bull, Coconut Berry","Red Bull, Coconut Berry, Energy Drinks",110,0,0,0,0,90,28,0,27,0
Toppings & Ingredients,Applebee's,Extra Hot Buffalo,"Extra Hot Buffalo, Available In: Boneless Wings, Initial Order, Limited Time Offers",150,0,0,0,0,30,41,0,41,0
Toppings & Ingredients,Applebee's,Sweet Asian Chile,"Sweet Asian Chile, Available In: Double Crunch Bone-In Wings, Appetizers",260,2.5,0,0,0,1440,56,1,46,3
Salads,Applebee's,Strawberry Balsamic Chicken Salad,"Strawberry Balsamic Chicken Salad, 1 Breadstick, Salad Dressing, Salads",860,49,8,0,150,1810,57,10,20,52
Entrees,Applebee's,Southwest Chicken Bowl,"Southwest Chicken Bowl, Bowls",820,29,5,0,150,2220,90,10,6,54
Entrees,Applebee's,Tex-Mex Shrimp Bowl,"Tex-Mex Shrimp Bowl, Bowls",710,27,4.5,0,155,2080,91,10,6,30
Beverages,Applebee's,"Mango Fruit Smoothie, Kids","Mango Fruit Smoothie, Kids, Kids Fruit Smoothies",210,0,0,0,0,0,54,0,46,0
Beverages,Applebee's,"Strawberry Banana Fruit Smoothie, Kids","Strawberry Banana Fruit Smoothie, Kids, Kids Fruit Smoothies",240,0,0,0,0,10,59,2,58,0
Beverages,Applebee's,"Coca Cola, To Go","Coca Cola, To Go, Fountain Drinks",140,0,0,0,0,45,39,0,39,0
Beverages,Applebee's,"Blue Raspberry Lemonade, To Go","Blue Raspberry Lemonade, To Go, Flavored Lemonades",280,0,0,0,0,85,70,0,68,0
Beverages,Applebee's,"Dragon Fruit Lemonade, To Go","Dragon Fruit Lemonade, To Go, Flavored Lemonades",290,0,0,0,0,85,74,0,71,0
Beverages,Applebee's,Peach Lemonade,"Peach Lemonade, Flavored Lemonades",190,0,0,0,0,60,50,0,48,0
Beverages,Applebee's,"Peach Lemonade, To Go","Peach Lemonade, To Go, Flavored Lemonades",290,0,0,0,0,90,74,0,72,0
Beverages,Applebee's,Mango Smoothie,"Mango Smoothie, Fruit Smoothies",260,0,0,0,0,0,65,0,55,0
Beverages,Applebee's,Strawberry Banana Smoothie,"Strawberry Banana Smoothie, Fruit Smoothies",280,0,0,0,0,10,71,2,69,0
Beverages,Applebee's,Shark Bowl,"Shark Bowl, Signature Mucho Cocktails",630,0,0,0,0,55,127,0,117,1
Entrees,Applebee's,"4-Cheese Mac & Cheese, Family Bundle","4-Cheese Mac & Cheese, Family Bundle, Family Bundles",9300,498,119,5,575,18400,923,61,240,290
Entrees,Applebee's,"Broccoli Chicken Alfredo, Family Bundle","Broccoli Chicken Alfredo, Family Bundle , Family Bundles",8270,479,185,10,1480,17890,618,55,71,391
Burgers,Applebee's,"Cheeseburgers, Family Bundle","Cheeseburgers, Family Bundle, Family Bundles",6530,356,113,7,450,15410,624,46,147,211
Entrees,Applebee's,"Chicken Tenders w/ Mozzarella Sticks, Family Bundle","Chicken Tenders w/ Mozzarella Sticks, Family Bundle, Family Bundles",5220,273,70,3,495,14310,501,38,132,188
Entrees,Applebee's,"Chicken Tenders w/ Spinach & Artichoke Dip, Family Bundle","Chicken Tenders w/ Spinach & Artichoke Dip, Family Bundle, Family Bundles",7740,477,107,4.5,830,17770,580,41,88,293
Entrees,Applebee's,"Riblets, Family Bundle","Riblets, Family Bundle, Family Bundles",8810,467,136,4,945,19400,778,64,276,379
Entrees,Applebee's,"Riblets & Chicken Tenders, Family Bundle","Riblets & Chicken Tenders, Family Bundle, Family Bundles",11410,635,155,4.5,1305,26990,956,68,314,477
Appetizers & Sides,Applebee's,"Boneless Wings, Initial Order","Boneless Wings, Initial Order, Limited Time Offers",1160,57,10,0,100,2720,115,10,11,47
Appetizers & Sides,Applebee's,"Boneless Wings, Refill Order","Boneless Wings, Refill Order, Limited Time Offers",720,34,6,0,50,1780,77,7,0,26
Appetizers & Sides,Applebee's,"Double Crunch Shrimp w/ Cocktail Sauce, Initial Order","Double Crunch Shrimp w/ Cocktail Sauce, Initial Order, Limited Time Offers",980,45,8,0,155,3070,120,10,21,27
Appetizers & Sides,Applebee's,"Double Crunch Shrimp w/ Cocktail Sauce, Refill Order","Double Crunch Shrimp w/ Cocktail Sauce, Refill Order, Limited Time Offers",660,28,5,0,75,2200,86,7,10,17
Appetizers & Sides,Applebee's,"Riblets, Initial Order","Riblets, Initial Order, Limited Time Offers",1140,66,19,0,180,1640,69,7,14,69
Appetizers & Sides,Applebee's,"Riblets, Refill Order","Riblets, Refill Order, Limited Time Offers",710,38,11,0,85,1240,54,5,1,37
Appetizers & Sides,Applebee's,Bone-In Wings w/ Cheetos Flamin' Hot Sauce,"Bone-In Wings w/ Cheetos Flamin' Hot Sauce, Appetizers",1080,86,18,1,270,3160,14,2,3,62
Appetizers & Sides,Applebee's,Bone-In Wings w/ Original Cheetos Sauce,"Bone-In Wings w/ Original Cheetos Sauce, Appetizers",1080,85,19,1,270,3110,15,2,4,62
Appetizers & Sides,Applebee's,Boneless Wings w/ Cheetos Flamin' Hot Wing Sauce,"Boneless Wings w/ Cheetos Flamin' Hot Wing Sauce, Appetizers",1140,81,15,0.5,100,2770,59,4,2,42
Appetizers & Sides,Applebee's,Boneless Wings w/ Original Cheetos Wing Sauce,"Boneless Wings w/ Original Cheetos Wing Sauce, Appetizers",1130,81,16,0.5,105,2730,60,4,4,42
Appetizers & Sides,Applebee's,Chicken Quesadilla,"Chicken Quesadilla, Appetizers",1120,69,31,1,170,2820,78,5,7,45
Appetizers & Sides,Applebee's,Crispy Cheese Bites,"Crispy Cheese Bites, Appetizers",1550,125,47,3,250,3110,48,4,7,58
Appetizers & Sides,Applebee's,Fried Cheetos Cheese Bites w/ Cheetos Flamin' Hot Sauce,"Fried Cheetos Cheese Bites w/ Cheetos Flamin' Hot Sauce, Appetizers",1620,131,50,2.5,240,3710,50,4,3,59
Appetizers & Sides,Applebee's,Fried Cheetos Cheese Bites w/ Original Cheetos Wing Sauce,"Fried Cheetos Cheese Bites w/ Original Cheetos Wing Sauce, Appetizers",1610,130,50,2.5,240,3660,51,4,5,59
Beverages,Applebee's,Date Night Daiquiri/ Mucho,"Date Night Daiquiri/ Mucho, Limited Time Offers",400,0,0,0,0,75,68,0,61,0
Beverages,Applebee's,Tipsy Cupid/Mucho,"Tipsy Cupid/Mucho, Limited Time Offers",300,0,0,0,0,60,2,0,38,1
Beverages,Applebee's,"Oreo Cookie Shake, Kids","Oreo Cookie Shake, Kids, Kids Shakes",710,35,20,1,110,350,88,1,60,12
Beverages,Applebee's,"Pina Colada Fruit Smoothie, Kids","Pina Colada Fruit Smoothie, Kids, Kids Fruit Smoothies",360,7,5,0,0,40,74,2,70,0
Beverages,Applebee's,Chocolate Shake,"Chocolate Shake, Milkshakes",900,37,24,1,145,340,127,2,99,16
Beverages,Applebee's,Strawberry Shake,"Strawberry Shake, Milkshakes",810,36,23,1,145,330,107,1,83,14
Beverages,Applebee's,Vanilla Shake,"Vanilla Shake, Milkshakes",710,36,23,1,145,310,83,0,61,14
Beverages,Applebee's,Coca Cola,"Coca Cola, Fountain Drinks",90,0,0,0,0,30,26,0,26,0
Beverages,Applebee's,Half & Half Iced Tea & Lemonade,"Half & Half Iced Tea & Lemonade, Fountain Drinks",40,0,0,0,0,25,11,0,11,0
Beverages,Applebee's,"Half & Half Iced Tea & Lemonade, To Go","Half & Half Iced Tea & Lemonade, To Go, Fountain Drinks",60,0,0,0,0,40,17,0,17,0
Beverages,Applebee's,Mountain Dew Dark Berry Bash,"Mountain Dew Dark Berry Bash, Fountain Drinks",110,0,0,0,0,40,31,0,31,0
Beverages,Applebee's,"Mountain Dew Dark Berry Bash, To Go","Mountain Dew Dark Berry Bash, To Go, Fountain Drinks",170,0,0,0,0,60,46,0,46,0
Beverages,Applebee's,Passion Fruit Lemonade,"Passion Fruit Lemonade, Flavored Lemonades",190,0,0,0,0,60,50,0,48,0
Beverages,Applebee's,"Passion Fruit Lemonade, To Go","Passion Fruit Lemonade, To Go, Flavored Lemonades",290,0,0,0,0,85,74,0,72,0
Beverages,Applebee's,Pina Colada Smoothie,"Pina Colada Smoothie, Fruit Smoothies",430,8,6,0,0,45,89,2,84,0
Beverages,Applebee's,Strawberry Colada Smoothie Swirl,"Strawberry Colada Smoothie Swirl, Fruit Smoothies",470,8,6,0,0,55,98,2,93,0
Beverages,Applebee's,Strawberry Mango Smoothie Swirl,"Strawberry Mango Smoothie Swirl, Fruit Smoothies",290,0,0,0,0,10,74,0,64,0
Beverages,Applebee's,Dragon Fruit Iced Tea,"Dragon Fruit Iced Tea, Flavored Iced Teas",50,0,0,0,0,10,14,0,12,0
Beverages,Applebee's,"Dragon Fruit Iced Tea, To Go","Dragon Fruit Iced Tea, To Go, Flavored Iced Teas",80,0,0,0,0,15,20,0,18,0
Beverages,Applebee's,Passion Fruit Iced Tea,"Passion Fruit Iced Tea, Flavored Iced Teas",60,0,0,0,0,10,14,0,13,0
Beverages,Applebee's,"Passion Fruit Iced Tea, To Go","Passion Fruit Iced Tea, To Go, Flavored Iced Teas",80,0,0,0,0,15,21,0,19,0
Beverages,Applebee's,Crown Whiskey Sour,"Crown Whiskey Sour, Primo Rocks",180,0,0,0,0,35,20,0,19,0
Beverages,Applebee's,Tito's Bay Breeze,"Tito's Bay Breeze, Primo Rocks",150,0,0,0,0,0,12,0,11,0
Beverages,Applebee's,Blue Aloha Mana Margarita,"Blue Aloha Mana Margarita, Signature Mucho Cocktails",260,0,0,0,0,350,38,0,30,0
Beverages,Applebee's,Red Sangria,"Red Sangria, Signature Mucho Cocktails",230,0,0,0,0,10,36,1,30,0
Burgers,Applebee's,Bourbon Street Mushroom Swiss Burger,"Bourbon Street Mushroom Swiss Burger, Classic Fries, Burgers",1610,111,33,2,130,2830,99,7,12,57
Burgers,Applebee's,Impossible Cheeseburger,"Impossible Cheeseburger, Classic Fries, Burgers",1050,56,19,0.5,25,2600,100,12,9,37
Burgers,Applebee's,Neighborhood Double Burger,"Neighborhood Double Burger, Classic Fries, Burgers",1400,95,29,2,120,2850,91,8,7,48
Desserts,Applebee's,Cinnabon Mini Swirls,"Cinnabon Mini Swirls, Desserts",1620,62,23,0.5,30,1060,248,8,155,22
Desserts,Applebee's,Sizzlin' Butter Pecan Blondie,"Sizzlin' Butter Pecan Blondie, Desserts",1040,59,30,1,160,910,116,2,71,13
Desserts,Applebee's,Sugar Dusted Donut Dippers,"Sugar Dusted Donut Dippers, Desserts",1520,54,20,0,10,840,247,4,178,17
Fried Potatoes,Applebee's,Brew Pub Loaded Waffle Fries,"Brew Pub Loaded Waffle Fries, Appetizers",1520,104,30,1,110,4290,107,9,6,38
Fried Potatoes,Applebee's,Fries Basket,"Fries Basket, Sides & Extras",50,0,0,0,0,10,13,0,11,0
Fried Potatoes,Applebee's,Waffle Fries,"Waffle Fries, Sides & Extras",480,24,4.5,0,0,1350,58,5,0,7
Fried Potatoes,Applebee's,Waffle Fries Basket,"Waffle Fries Basket, Sides & Extras",770,39,7,0,0,2150,93,8,0,11
Sandwiches,Applebee's,Bacon Ranch Chicken Sandwich w/ Crispy Chicken,"Bacon Ranch Chicken Sandwich w/ Crispy Chicken, Side of Fries, Sandwiches & More",1260,72,15,0.5,110,3090,110,8,8,45
Sandwiches,Applebee's,Bacon Ranch Chicken Sandwich w/ Grilled Chicken,"Bacon Ranch Chicken Sandwich w/ Grilled Chicken, Side of Fries, Sandwiches & More",1120,58,13,0.5,175,2900,91,7,8,61
Sandwiches,Applebee's,Sweet & Spicy Chicken Sandwich w/ Crispy Chicken,"Sweet & Spicy Chicken Sandwich w/ Crispy Chicken, Side of Fries, Sandwiches & More",1330,61,12,0.5,85,3500,157,9,48,40
Sandwiches,Applebee's,Sweet & Spicy Chicken Sandwich w/ Grilled Chicken,"Sweet & Spicy Chicken Sandwich w/ Grilled Chicken, Side of Fries, Sandwiches & More",1190,47,9,0,155,3310,138,9,47,55
Toppings & Ingredients,Applebee's,Chicken Breast Patty,"Chicken Breast Patty, Burger Substitutions, Bourbon St. Burger",190,2.5,1,0,150,690,0,0,0,40
Toppings & Ingredients,Applebee's,Classic Hot Buffalo,"Classic Hot Buffalo, Available In: Boneless Wings, Refill Order, Limited Time Offers, Classic Combo",110,11,4,0,0,1350,1,0,0,0
Toppings & Ingredients,Applebee's,Extra Hot Buffalo,"Extra Hot Buffalo, Available In: Boneless Wings, Refill Order, Limited Time Offers, Classic Combo",110,11,4,0,0,1350,2,0,0,0
Toppings & Ingredients,Applebee's,Garlic Parmesan,"Garlic Parmesan, Available In: Boneless Wings, Refill Order, Limited Time Offers, Classic Combo",210,21,5,0,10,370,2,0,0,2
Toppings & Ingredients,Applebee's,Honey BBQ,"Honey BBQ, Available In: Boneless Wings, Refill Order, Limited Time Offers, Classic Combo",100,0,0,0,0,410,24,1,20,0
Toppings & Ingredients,Applebee's,Honey Pepper,"Honey Pepper, Available In: Boneless Wings, Refill Order, Limited Time Offers, Classic Combo",120,0,0,0,0,95,29,0,26,0
Toppings & Ingredients,Applebee's,Honey BBQ,"Honey BBQ, Available in: Riblets, Initial Order, Limited Time Offers",260,0,0,0,0,1090,63,4,53,1
Toppings & Ingredients,Applebee's,Sweet Asian Chile,"Sweet Asian Chile, Available in: Riblets, Initial Order, Limited Time Offers",350,3.5,0.5,0,0,1930,74,2,61,4
Toppings & Ingredients,Applebee's,Ranch,"Ranch, Available In: House Salad, Side Salads",45,0,0,0,0,5,12,0,10,0
Sandwiches,Arby's,Classic Beef ‘n Cheddar,"Classic Beef ‘n Cheddar, Slow Roasted Beef",470,19,8,0,70,1230,45,3,9,29
Sandwiches,Arby's,Reuben,"Reuben, Market Fresh",380,25,8,0,10,270,35,1,12,4
Fried Potatoes,Arby's,Potato Cakes (2),"Potato Cakes (2), Breakfast",570,25,14,1,60,1390,45,2,4,42
Baked Goods,Arby's,Apple Turnover,"Apple Turnover, Desserts",110,0,0,0,0,10,29,0,27,0
Baked Goods,Arby's,Cherry Turnover,"Cherry Turnover, Desserts",150,0,0,0,0,10,38,0,36,0
Entrees,Arby's,Chicken Tenders (3),"Chicken Tenders (3), Crispy Juicy Chicken",240,0,0,0,0,20,64,0,60,0
Beverages,Arby's,Shamrock Farms Lowfat Chocolate Milk,"Shamrock Farms Lowfat Chocolate Milk, Kids Meals, Beverages",150,0,0,0,0,10,38,0,35,0
Beverages,Arby's,"Dr Pepper, 13oz","Dr Pepper, 13oz, Beverages",200,0,0,0,0,10,51,0,48,0
Beverages,Arby's,Shamrock Farms Lowfat White Milk,"Shamrock Farms Lowfat White Milk, Kids Meals, Beverages",310,0,0,0,0,20,81,0,77,0
Appetizers & Sides,Arby's,Mozzarella Sticks – (4),"Mozzarella Sticks – (4), Sides & Snacks",150,0,0,0,0,10,38,0,36,0
Appetizers & Sides,Arby's,Jalapeno Bites – (5),"Jalapeno Bites – (5), Sides & Snacks",200,0,0,0,0,10,52,0,49,0
Beverages,Arby's,Vanilla Shake-Small,"Vanilla Shake-Small, Desserts",320,0,0,0,0,20,83,0,78,0
Sandwiches,Arby's,Smokehouse Brisket,"Smokehouse Brisket, Slow Roasted Beef",610,30,8,0,65,1400,58,4,7,28
Sandwiches,Arby's,Classic French Dip & Swiss/Au Jus,"Classic French Dip & Swiss/Au Jus, Slow Roasted Beef",450,20,6,1,50,1280,45,2,9,23
Appetizers & Sides,Arby's,Tree Top Applesauce,"Tree Top Applesauce, Kids Meals",630,32,11,1.5,100,2100,48,2,9,39
Desserts,Arby's,Salted Caramel & Chocolate Cookie,"Salted Caramel & Chocolate Cookie, Desserts",740,39,14,2,130,2530,48,2,9,49
Sandwiches,Arby's,Buffalo Chicken Slider,"Buffalo Chicken Slider, Sliders, Kids Meals",360,14,5,0.5,50,970,37,2,5,23
Sandwiches,Arby's,Roast Beef Gyro,Roast Beef Gyro,510,24,9,1.5,95,1610,38,2,5,38
Fried Potatoes,Arby's,Curly Fries – Kids,"Curly Fries – Kids, Kids Meals",610,30,12,2,130,2040,38,2,5,48
Sandwiches,Arby's,Greek Gyro,"Greek Gyro, Market Fresh",15,0,0,0,0,180,3,0,2,0
Beverages,Arby's,"Coca-Cola, 13oz","Coca-Cola, 13oz, Beverages",60,5,1,0,5,150,3,0,2,0
Beverages,Arby's,"Mello Yello, 13oz","Mello Yello, 13oz, Beverages",530,21,10,1,85,2540,50,2,3,34
Beverages,Arby's,"Hi-C Flashin’ Fruit Punch, 13oz","Hi-C Flashin’ Fruit Punch, 13oz, Beverages",560,29,11,1,95,1140,42,3,3,36
Beverages,Arby's,"Sprite, 13oz","Sprite, 13oz, Beverages",610,30,9,0,80,1580,51,4,9,35
Sandwiches,Arby's,Roast Turkey Gyro,Roast Turkey Gyro,510,25,5,0,55,1230,48,4,7,24
Beverages,Arby's,"Barq’s Root Beer, 13oz","Barq’s Root Beer, 13oz, Beverages",500,23,5,0,55,1960,48,4,7,24
Beverages,Arby's,"Coca-Cola Zero Sugar, 13oz","Coca-Cola Zero Sugar, 13oz, Beverages",470,23,7,0,75,1360,28,2,2,38
Sandwiches,Arby's,Chicken Slider,"Chicken Slider, Sliders",370,18,3,0,60,1190,28,2,0,23
Sandwiches,Arby's,Roast Beef Slider,"Roast Beef Slider, Sliders",610,30,4.5,0,100,1990,47,3,0,39
Sandwiches,Arby's,Chicken Slider,"Chicken Slider, Kids Meals",45,0,0,0,0,360,10,0,8,0
Sandwiches,Arby's,Roast Beef Slider,"Roast Beef Slider, Kids Meals",10,1,0,0,0,720,2,0,0,0
Sandwiches,Arby's,Roast Turkey Slider,"Roast Turkey Slider, Kids Meals",130,13,2,0,10,160,5,0,4,0
Beverages,Arby's,"Diet Coke, 13oz","Diet Coke, 13oz, Beverages",100,10,2,0,15,135,1,0,1,1
Sandwiches,Arby's,Real Country Style Rib Sandwich,"Real Country Style Rib Sandwich, Limited Time Offers",810,35,10,0.5,80,2520,79,5,15,46
Desserts,Arby's,Strawberries & Cream Fried Pie - Small,"Strawberries & Cream Fried Pie - Small, Limited Time Offers",720,28,7,0,65,1930,79,5,15,38
Sandwiches,Arby's,Prime Rib Cheesesteak,"Prime Rib Cheesesteak, Limited Time Offers",680,31,8,0.5,80,2420,62,4,5,37
Beverages,Arby's,Market Fresh Classic Lemonade - Small,"Market Fresh Classic Lemonade - Small, Limited Time Offers",700,44,13,0,75,1370,55,4,6,23
Beverages,Arby's,Market Fresh Classic Lemonade - Medium,"Market Fresh Classic Lemonade - Medium, Limited Time Offers",540,29,7,1,60,1300,48,3,5,24
Beverages,Arby's,Market Fresh Classic Lemonade - Large,"Market Fresh Classic Lemonade - Large, Limited Time Offers",470,20,3.5,0,45,1530,48,3,6,25
Beverages,Arby's,Market Fresh Peach Lemonade - Small,"Market Fresh Peach Lemonade - Small, Limited Time Offers",660,34,9,0.5,85,1970,47,3,12,43
Beverages,Arby's,Market Fresh Peach Lemonade - Medium,"Market Fresh Peach Lemonade - Medium, Limited Time Offers",790,45,9,0,75,2490,61,5,7,39
Beverages,Arby's,Market Fresh Peach Lemonade - Large,"Market Fresh Peach Lemonade - Large, Limited Time Offers",350,9,6,0,30,230,60,0,50,8
Beverages,Arby's,Market Fresh Strawberry Lemonade - Small,"Market Fresh Strawberry Lemonade - Small, Limited Time Offers",540,16,10,0,50,320,88,1,74,12
Beverages,Arby's,Market Fresh Strawberry Lemonade - Medium,"Market Fresh Strawberry Lemonade - Medium, Limited Time Offers",700,20,13,0,65,420,116,1,97,15
Beverages,Arby's,Market Fresh Strawberry Lemonade - Large,"Market Fresh Strawberry Lemonade - Large, Limited Time Offers",980,28,18,0.5,90,600,161,1,136,22
Sandwiches,Arby's,Chicken Cheddar Ranch Sandwich,"Chicken Cheddar Ranch Sandwich, Limited Time Offers",350,9,6,0,30,220,59,1,51,8
Sandwiches,Arby's,Double Beef ‘n Cheddar,"Double Beef ‘n Cheddar, Slow Roasted Beef",540,17,11,0,50,320,86,1,76,12
Sandwiches,Arby's,Half Pound Beef ‘n Cheddar,"Half Pound Beef ‘n Cheddar, Slow Roasted Beef",700,21,14,0,65,420,113,1,99,16
Sandwiches,Arby's,Classic Roast Beef,"Classic Roast Beef, Slow Roasted Beef",970,29,19,0.5,90,590,158,2,138,22
Sandwiches,Arby's,Double Roast Beef,"Double Roast Beef, Slow Roasted Beef",310,9,6,0,30,210,49,0,45,9
Sandwiches,Arby's,Half Pound Roast Beef,"Half Pound Roast Beef, Slow Roasted Beef",480,17,11,0,55,300,70,0,64,12
Toppings & Ingredients,Arby's,Arby’s Sauce Adds,"Arby’s Sauce Adds, Slow Roasted Beef",620,21,14,0.5,70,400,93,0,85,16
Toppings & Ingredients,Arby's,Horsey Sauce Adds,"Horsey Sauce Adds, Slow Roasted Beef",870,29,19,0.5,95,560,129,1,119,23
Sandwiches,Arby's,Chicken Bacon Swiss,"Chicken Bacon Swiss, Crispy Juicy Chicken",430,18,10,0,30,360,63,1,33,4
Sandwiches,Arby's,Classic Chicken,"Classic Chicken, Crispy Juicy Chicken",460,25,11,0,40,400,54,2,36,7
Sandwiches,Arby's,Buffalo Chicken,"Buffalo Chicken, Crispy Juicy Chicken",430,18,9,0,0,210,65,2,39,4
Entrees,Arby's,Premium Nuggets (9),"Premium Nuggets (9), Crispy Juicy Chicken",390,13,6,0,0,200,65,2,40,4
Entrees,Arby's,Chicken Tenders (5),"Chicken Tenders (5), Crispy Juicy Chicken",250,13,2,0,0,570,29,3,0,3
Toppings & Ingredients,Arby's,Tangy Barbeque Dipping Sauce Adds,"Tangy Barbeque Dipping Sauce Adds, Crispy Juicy Chicken, Sides & Snacks, Kids Meals",410,22,3,0,0,940,49,5,0,5
Toppings & Ingredients,Arby's,Buffalo Dipping Sauce Adds,"Buffalo Dipping Sauce Adds, Crispy Juicy Chicken, Sides & Snacks, Kids Meals",550,29,4,0,0,1250,65,6,0,6
Toppings & Ingredients,Arby's,Honey Mustard Dipping Sauce Adds,"Honey Mustard Dipping Sauce Adds, Crispy Juicy Chicken, Sides & Snacks, Kids Meals",650,35,5,0,0,1480,77,7,0,8
